,url,expanded_url,display_url,indices
827,https://t.co/t6wqG1A4SQ,https://sptnkne.ws/Cm37,sptnkne.ws/Cm37,"[99, 122]"
828,https://t.co/OrIbnMjDOJ,https://sptnkne.ws/Cm3b,sptnkne.ws/Cm3b,"[115, 138]"
829,https://t.co/UAtXIucU5w,https://sptnkne.ws/Cm2H,sptnkne.ws/Cm2H,"[96, 119]"
830,https://t.co/ZgLhNrFA5M,https://sptnkne.ws/Cm2G,sptnkne.ws/Cm2G,"[82, 105]"
831,https://t.co/Jf7dFWNULQ,https://sptnkne.ws/Cm2u,sptnkne.ws/Cm2u,"[91, 114]"
832,https://t.co/ERogdVNEC7,http://sptnkne.ws/Cmsn,sptnkne.ws/Cmsn,"[68, 91]"
833,https://t.co/UAN3kyNnqn,http://sptnkne.ws/Cms3,sptnkne.ws/Cms3,"[56, 79]"
834,https://t.co/s8RafDSc3m,http://sptnkne.ws/Cmp8,sptnkne.ws/Cmp8,"[115, 138]"
835,https://t.co/ERogdVNEC7,http://sptnkne.ws/Cmsn,sptnkne.ws/Cmsn,"[99, 122]"
836,https://t.co/FOzaHIjP1S,http://sptnkne.ws/Cmsp,sptnkne.ws/Cmsp,"[63, 86]"
837,https://t.co/uPEi8QdXMC,http://sptnkne.ws/Cmsq,sptnkne.ws/Cmsq,"[108, 131]"
838,https://t.co/ERogdVNEC7,http://sptnkne.ws/Cmsn,sptnkne.ws/Cmsn,"[65, 88]"
839,https://t.co/R5x2gvMM1e,http://sptnkne.ws/Cmsx,sptnkne.ws/Cmsx,"[72, 95]"
840,https://t.co/MoEH0rkFR4,https://sptnkne.ws/CmyN,sptnkne.ws/CmyN,"[94, 117]"
841,https://t.co/JYOjxnkZ08,https://sptnkne.ws/CmyT,sptnkne.ws/CmyT,"[84, 107]"
842,https://t.co/UAN3kyvM1N,http://sptnkne.ws/Cms3,sptnkne.ws/Cms3,"[55, 78]"
843,https://t.co/ERogdVNEC7,http://sptnkne.ws/Cmsn,sptnkne.ws/Cmsn,"[87, 110]"
844,https://t.co/IUyPb0YW8u,https://sptnkne.ws/CmxR,sptnkne.ws/CmxR,"[123, 146]"
845,https://t.co/rnsJTdc10O,https://sptnkne.ws/CmxD,sptnkne.ws/CmxD,"[116, 139]"
846,https://t.co/ERogdVNEC7,http://sptnkne.ws/Cmsn,sptnkne.ws/Cmsn,"[82, 105]"
847,https://t.co/7aXG1SeUuB,https://sptnkne.ws/CmxA,sptnkne.ws/CmxA,"[122, 145]"
848,https://t.co/ERogdVNEC7,http://sptnkne.ws/Cmsn,sptnkne.ws/Cmsn,"[86, 109]"
849,https://t.co/TVEdIRX86g,https://sptnkne.ws/Cmxz,sptnkne.ws/Cmxz,"[112, 135]"
850,https://t.co/ERogdVNEC7,http://sptnkne.ws/Cmsn,sptnkne.ws/Cmsn,"[105, 128]"
851,https://t.co/VourprTSgP,https://sptnkne.ws/CmwK,sptnkne.ws/CmwK,"[113, 136]"
852,https://t.co/ERogdVNEC7,http://sptnkne.ws/Cmsn,sptnkne.ws/Cmsn,"[58, 81]"
853,https://t.co/qAyJRej2Qw,https://sptnkne.ws/Cmwy,sptnkne.ws/Cmwy,"[59, 82]"
854,https://t.co/ERogdVNEC7,http://sptnkne.ws/Cmsn,sptnkne.ws/Cmsn,"[95, 118]"
855,https://t.co/U16RT0PhpX,http://sptnkne.ws/Cmqb,sptnkne.ws/Cmqb,"[79, 102]"
856,https://t.co/ERogdVNEC7,http://sptnkne.ws/Cmsn,sptnkne.ws/Cmsn,"[83, 106]"
857,https://t.co/ERogdVNEC7,http://sptnkne.ws/Cmsn,sptnkne.ws/Cmsn,"[91, 114]"
858,https://t.co/CKDh2bHWne,https://sptnkne.ws/Cmve,sptnkne.ws/Cmve,"[100, 123]"
859,https://t.co/ERogdVNEC7,http://sptnkne.ws/Cmsn,sptnkne.ws/Cmsn,"[76, 99]"
860,https://t.co/ERogdVNEC7,http://sptnkne.ws/Cmsn,sptnkne.ws/Cmsn,"[70, 93]"
861,https://t.co/3IHP2BQU66,https://sptnkne.ws/CmuW,sptnkne.ws/CmuW,"[104, 127]"
862,https://t.co/kBDc2hQY26,https://sptnkne.ws/Cmu5,sptnkne.ws/Cmu5,"[57, 80]"
863,https://t.co/9N5QHXkR9c,http://sptnkne.ws/CmuA,sptnkne.ws/CmuA,"[52, 75]"
864,https://t.co/p1PZGWaLM2,https://sptnkne.ws/CmuA,sptnkne.ws/CmuA,"[50, 73]"
865,https://t.co/XvWAXB3AjW,https://sptnkne.ws/Cmuy,sptnkne.ws/Cmuy,"[85, 108]"
866,https://t.co/xAHZPL6AGv,https://sptnkne.ws/Cmuf,sptnkne.ws/Cmuf,"[98, 121]"
867,https://t.co/RRs2JWiXCx,http://sptnkne.ws/CmrC,sptnkne.ws/CmrC,"[67, 90]"
868,https://t.co/ERogdVNEC7,http://sptnkne.ws/Cmsn,sptnkne.ws/Cmsn,"[74, 97]"
869,https://t.co/38huOQnG4n,http://sptnkne.ws/Cmrt,sptnkne.ws/Cmrt,"[106, 129]"
870,https://t.co/ERogdVNEC7,http://sptnkne.ws/Cmsn,sptnkne.ws/Cmsn,"[93, 116]"
871,https://t.co/jfzhC4mjIl,https://sptnkne.ws/Cmts,sptnkne.ws/Cmts,"[86, 109]"
872,https://t.co/psaGK0T06C,https://sptnkne.ws/CmsK,sptnkne.ws/CmsK,"[87, 110]"
873,https://t.co/Z4LM3htCgE,https://sptnkne.ws/Cmtf,sptnkne.ws/Cmtf,"[79, 102]"
874,https://t.co/o9EfvNa1IP,https://sptnkne.ws/CmsJ,sptnkne.ws/CmsJ,"[98, 121]"
875,https://t.co/h4ip4wtVYZ,https://sptnkne.ws/Cms3,sptnkne.ws/Cms3,"[55, 78]"
876,https://t.co/ERogdVNEC7,http://sptnkne.ws/Cmsn,sptnkne.ws/Cmsn,"[100, 123]"
877,https://t.co/uRd0nBxnoO,https://sptnkne.ws/CmsH,sptnkne.ws/CmsH,"[72, 95]"
878,https://t.co/wx7818ecNe,https://sptnkne.ws/Cmsz,sptnkne.ws/Cmsz,"[99, 122]"
879,https://t.co/SBvUYNC58I,https://sptnkne.ws/Cmsx,sptnkne.ws/Cmsx,"[72, 95]"
880,https://t.co/4Hl7ku783q,https://sptnkne.ws/Cmsq,sptnkne.ws/Cmsq,"[108, 131]"
881,https://t.co/TePZRDhjsF,https://sptnkne.ws/Cmsn,sptnkne.ws/Cmsn,"[67, 90]"
882,https://t.co/YB8KcdbuuL,https://sptnkne.ws/Cmsp,sptnkne.ws/Cmsp,"[63, 86]"
883,https://t.co/TePZRDhjsF,https://sptnkne.ws/Cmsn,sptnkne.ws/Cmsn,"[58, 81]"
884,https://t.co/s8RafE9NrW,http://sptnkne.ws/Cmp8,sptnkne.ws/Cmp8,"[115, 138]"
885,https://t.co/U16RT0PhpX,http://sptnkne.ws/Cmqb,sptnkne.ws/Cmqb,"[80, 103]"
886,https://t.co/sJsxUtHzq1,http://sptnkne.ws/Cmk8,sptnkne.ws/Cmk8,"[108, 131]"
887,https://t.co/O8SDd2KcaI,https://sptnkne.ws/CmrY,sptnkne.ws/CmrY,"[57, 80]"
888,https://t.co/fasnsv8MiL,https://sptnkne.ws/CmrX,sptnkne.ws/CmrX,"[85, 108]"
889,https://t.co/xrQLQuMVvd,http://sptnkne.ws/CmkD,sptnkne.ws/CmkD,"[98, 121]"
